DestinationID,Name,City,State/UT,Type,Tags,Popularity,RatingCount,BestTimeToVisit,WeatherSummary,Latitude,Longitude,EntryFee,AverageCost,RecommendedDuration,Activities,Accessibility,NearestAirport,NearestRailwayStation,Description,DestinationImage,Hotel1_Name,Hotel1_Link,Hotel1_Price,Hotel2_Name,Hotel2_Link,Hotel2_Price,Hotel3_Name,Hotel3_Link,Hotel3_Price,Hotel4_Name,Hotel4_Link,Hotel4_Price
5208,Puducherry Exhibition Hall III,Puducherry,Puducherry,Museum,"historical, cultural, adventure, photography, scenic, peaceful, popular, weekend getaway",9.72,365569,Year-round,Warm 20-35°C,22.3243,79.4475,200,7775,2-3 days,"Guided tour, Educational visit, Exhibitions",Not wheelchair accessible,Puducherry (PUD),Puducherry Junction,A beautiful museum destination in Puducherry,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Varanasi_-_Dashashwamedh_Ghat.jpg/1024px-Varanasi_-_Dashashwamedh_Ghat.jpg,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Puducherry+hotel+booking,1823,Lemon Tree Puducherry,https://www.google.com/search?q=Lemon+Tree+Puducherry+Puducherry+hotel+booking,2216,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Puducherry+hotel+booking,3975,Lemon Tree Puducherry,https://www.google.com/search?q=Lemon+Tree+Puducherry+Puducherry+hotel+booking,6222
5209,Ludhiana Cultural Center III,Ludhiana,Punjab,Museum,"cultural, offbeat, weekend getaway, scenic, photography, popular, nature, family-friendly",7.64,106412,Nov-Feb,Moderate 18-32°C,29.4307,75.1895,1000,4435,Full day,"Educational visit, Exhibitions, Photography",Full wheelchair access,Amritsar (ATQ),Ludhiana Junction,Must-visit museum spot in Punjab,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Inn Palace,https://www.google.com/search?q=Inn+Palace+Ludhiana+hotel+booking,1957,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Ludhiana+hotel+booking,2787,Marriott Ludhiana,https://www.google.com/search?q=Marriott+Ludhiana+Ludhiana+hotel+booking,3974,Oberoi Ludhiana,https://www.google.com/search?q=Oberoi+Ludhiana+Ludhiana+hotel+booking,6868
5210,Cherrapunji Waterfall,Cherrapunji,Meghalaya,Waterfall,"family-friendly, peaceful, popular, adventure, photography",8.95,365550,Nov-Feb,Moderate 18-32°C,25.1288,86.8355,0,1329,2-3 days,"Photography, Nature walk, Swimming",Partial wheelchair,Cherrapunji (CHE),Cherrapunji Junction,Popular waterfall attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Athirapally_Falls_Kerala.jpg/800px-Athirapally_Falls_Kerala.jpg,Oberoi Cherrapunji,https://www.google.com/search?q=Oberoi+Cherrapunji+Cherrapunji+hotel+booking,1572,ITC Cherrapunji,https://www.google.com/search?q=ITC+Cherrapunji+Cherrapunji+hotel+booking,2772,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Cherrapunji+hotel+booking,4126,ITC Cherrapunji,https://www.google.com/search?q=ITC+Cherrapunji+Cherrapunji+hotel+booking,6532
5211,Port Blair Rafting Point II,Port Blair,Andaman and Nicobar Islands,Adventure,"cultural, adventure, spiritual, popular, family-friendly, offbeat, photography",8.11,159412,Sep-May,Moderate 18-32°C,26.7741,76.4098,500,1455,Full day,"Paragliding, Rock climbing, Trekking",Wheelchair accessible,Port Blair (POR),Port Blair Junction,A beautiful adventure destination in Port Blair,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Leh_Town.jpg/1024px-Leh_Town.jpg,Inn Port Blair,https://www.google.com/search?q=Inn+Port+Blair+Port+Blair+hotel+booking,1511,Oberoi Port Blair,https://www.google.com/search?q=Oberoi+Port+Blair+Port+Blair+hotel+booking,2834,Hyatt Port Blair,https://www.google.com/search?q=Hyatt+Port+Blair+Port+Blair+hotel+booking,4348,Taj Port Blair,https://www.google.com/search?q=Taj+Port+Blair+Port+Blair+hotel+booking,6733
5212,Neermahal,Neermahal,Tripura,Temple,"photography, scenic, offbeat, adventure, nature",6.26,199965,Year-round,Humid 25-35°C,24.7216,88.7515,1000,4739,2-3 hrs,"Photography, Prayer, Religious ceremonies",Partial wheelchair,Neermahal (NEE),Neermahal Junction,Scenic temple location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pangong_tso.jpg/1024px-Pangong_tso.jpg,Taj Neermahal,https://www.google.com/search?q=Taj+Neermahal+Neermahal+hotel+booking,1644,Resort Heritage,https://www.google.com/search?q=Resort+Heritage+Neermahal+hotel+booking,2438,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Neermahal+hotel+booking,4426,Oberoi Neermahal,https://www.google.com/search?q=Oberoi+Neermahal+Neermahal+hotel+booking,6626
5213,Korba Beach III,Korba,Chhattisgarh,Beach,"nature, offbeat, scenic, family-friendly",8.82,394543,Sep-May,Moderate 18-32°C,24.4449,77.5773,0,6132,1-2 days,"Water sports, Surfing, Swimming",Wheelchair accessible,Korba (KOR),Korba Junction,Must-visit beach spot in Chhattisgarh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Marina_Beach_Chennai.jpg/1024px-Marina_Beach_Chennai.jpg,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Korba+hotel+booking,1402,Resort Crown,https://www.google.com/search?q=Resort+Crown+Korba+hotel+booking,2530,ITC Korba,https://www.google.com/search?q=ITC+Korba+Korba+hotel+booking,4246,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Korba+hotel+booking,6393
5214,Pahalgam National Park,Pahalgam,Jammu and Kashmir,Wildlife,"adventure, popular, cultural, weekend getaway, spiritual, historical",5.55,404711,Apr-Jun,Chilly -5 to 15°C,30.7837,77.9308,20,5047,4-5 hrs,"Jungle trek, Safari, Bird watching",Limited wheelchair,Pahalgam (PAH),Pahalgam Junction,A beautiful wildlife destination in Pahalgam,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Jim_Corbett_National_Park.jpg/1024px-Jim_Corbett_National_Park.jpg,Boutique Hotel Heritage,https://www.google.com/search?q=Boutique+Hotel+Heritage+Pahalgam+hotel+booking,1463,Boutique Hotel Imperial,https://www.google.com/search?q=Boutique+Hotel+Imperial+Pahalgam+hotel+booking,2722,Inn Crown,https://www.google.com/search?q=Inn+Crown+Pahalgam+hotel+booking,4125,Hyatt Pahalgam,https://www.google.com/search?q=Hyatt+Pahalgam+Pahalgam+hotel+booking,6361
5215,Raja Gir Monument,Gir,Gujarat,Heritage,"nature, family-friendly, offbeat, photography, historical",6.82,88789,Nov-Feb,Hot 25-45°C,20.4844,73.4162,300,5100,1-2 days,"Heritage walk, Cultural shows, Photography",Partial wheelchair,Ahmedabad (AMD),Gir Junction,Popular heritage attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Mysore_Palace_Morning.jpg/1024px-Mysore_Palace_Morning.jpg,Lemon Tree Gir,https://www.google.com/search?q=Lemon+Tree+Gir+Gir+hotel+booking,1764,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Gir+hotel+booking,2570,Inn Royal,https://www.google.com/search?q=Inn+Royal+Gir+hotel+booking,4345,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Gir+hotel+booking,6784
5216,Port Blair,Port Blair,Andaman and Nicobar Islands,Lake,"peaceful, weekend getaway, popular, nature, scenic, offbeat, spiritual",8.72,424742,Nov-Feb,Humid 25-35°C,26.8806,81.1013,500,5935,2-3 hrs,"Photography, Boating, Bird watching",Full wheelchair access,Port Blair (POR),Port Blair Junction,Scenic lake location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Heritage Hotel Royal,https://www.google.com/search?q=Heritage+Hotel+Royal+Port+Blair+hotel+booking,1633,Heritage Hotel Grand,https://www.google.com/search?q=Heritage+Hotel+Grand+Port+Blair+hotel+booking,2342,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Port+Blair+hotel+booking,4102,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Port+Blair+hotel+booking,6351
5217,Shri Puducherry Beach,Puducherry,Puducherry,Beach,"nature, photography, popular, cultural, adventure, weekend getaway",9.75,51273,Nov-Feb,Pleasant 15-30°C,22.6297,78.6405,150,4780,2-3 days,"Beach volleyball, Water sports, Surfing",Limited wheelchair,Puducherry (PUD),Puducherry Junction,A beautiful beach destination in Puducherry,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Varkala_cliff_Kerala.jpg/1024px-Varkala_cliff_Kerala.jpg,Palace Hotel Puducherry,https://www.google.com/search?q=Palace+Hotel+Puducherry+Puducherry+hotel+booking,1268,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Puducherry+hotel+booking,2699,Lodge Imperial,https://www.google.com/search?q=Lodge+Imperial+Puducherry+hotel+booking,3733,Taj Puducherry,https://www.google.com/search?q=Taj+Puducherry+Puducherry+hotel+booking,6993
5218,Ooty Temple,Ooty,Tamil Nadu,Temple,"offbeat, photography, scenic, nature, spiritual, adventure, family-friendly",9.09,485485,Nov-Feb,Pleasant 15-30°C,13.4172,79.345,150,6528,4-5 hrs,"Photography, Religious ceremonies, Architecture tour",Not wheelchair accessible,Chennai (MAA),Ooty Junction,A beautiful temple destination in Ooty,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Somnath_Temple.jpg/1024px-Somnath_Temple.jpg,Taj Ooty,https://www.google.com/search?q=Taj+Ooty+Ooty+hotel+booking,1386,Treebo Ooty,https://www.google.com/search?q=Treebo+Ooty+Ooty+hotel+booking,2835,Boutique Hotel Heritage,https://www.google.com/search?q=Boutique+Hotel+Heritage+Ooty+hotel+booking,4010,Treebo Ooty,https://www.google.com/search?q=Treebo+Ooty+Ooty+hotel+booking,6207
5219,Mount Abu Highland,Mount Abu,Rajasthan,Hill Station,"weekend getaway, offbeat, adventure, historical",5.85,224851,Nov-Feb,Warm 20-35°C,24.2855,74.3364,300,3207,4-5 hrs,"Cable car ride, Trekking, Photography",Wheelchair accessible,Jaipur (JAI),Mount Abu Junction,Popular hill station attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,OYO Mount Abu,https://www.google.com/search?q=OYO+Mount+Abu+Mount+Abu+hotel+booking,1619,Oberoi Mount Abu,https://www.google.com/search?q=Oberoi+Mount+Abu+Mount+Abu+hotel+booking,2613,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Mount+Abu+hotel+booking,4017,Resort Imperial,https://www.google.com/search?q=Resort+Imperial+Mount+Abu+hotel+booking,6622
5220,Raja New Delhi,New Delhi,Delhi,Lake,"offbeat, family-friendly, adventure, historical",8.34,47388,Oct-Mar,Moderate 18-32°C,34.9535,75.1461,200,3941,Half day,"Photography, Picnic, Bird watching",Wheelchair accessible,Delhi (DEL),New Delhi Junction,A beautiful lake destination in New Delhi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alappuzha_backwaters.jpg/1024px-Alappuzha_backwaters.jpg,Hyatt New Delhi,https://www.google.com/search?q=Hyatt+New+Delhi+New+Delhi+hotel+booking,1265,Inn Grand,https://www.google.com/search?q=Inn+Grand+New+Delhi+hotel+booking,2632,ITC New Delhi,https://www.google.com/search?q=ITC+New+Delhi+New+Delhi+hotel+booking,4213,Taj New Delhi,https://www.google.com/search?q=Taj+New+Delhi+New+Delhi+hotel+booking,6379
5221,Rani Neermahal II,Neermahal,Tripura,Hill Station,"cultural, popular, nature, spiritual, family-friendly",8.7,61373,Sep-May,Warm 20-35°C,27.12,94.5407,1000,6836,1-2 hrs,"Nature walks, Trekking, Shopping",Not wheelchair accessible,Neermahal (NEE),Neermahal Junction,Famous hill station destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Hotel Crown,https://www.google.com/search?q=Hotel+Crown+Neermahal+hotel+booking,1383,OYO Neermahal,https://www.google.com/search?q=OYO+Neermahal+Neermahal+hotel+booking,2878,Inn Heritage,https://www.google.com/search?q=Inn+Heritage+Neermahal+hotel+booking,4300,Inn Grand,https://www.google.com/search?q=Inn+Grand+Neermahal+hotel+booking,6415
5222,Simlipal,Simlipal,Odisha,Hill Station,"nature, family-friendly, photography, spiritual",6.13,349335,Oct-Mar,Humid 25-35°C,23.8533,94.9034,20,3040,2-3 days,"Cable car ride, Photography, Shopping",Wheelchair accessible,Simlipal (SIM),Simlipal Junction,A beautiful hill station destination in Simlipal,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Varanasi_-_Dashashwamedh_Ghat.jpg/1024px-Varanasi_-_Dashashwamedh_Ghat.jpg,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Simlipal+hotel+booking,1821,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Simlipal+hotel+booking,2856,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Simlipal+hotel+booking,3937,OYO Simlipal,https://www.google.com/search?q=OYO+Simlipal+Simlipal+hotel+booking,6239
5223,Maha Wayanad,Wayanad,Kerala,Museum,"peaceful, family-friendly, nature, scenic, weekend getaway, photography, spiritual",6.95,355914,Sep-May,Humid 25-35°C,14.8194,76.9553,750,6753,Half day,"Photography, Exhibitions, Guided tour",Not wheelchair accessible,Kochi (COK),Wayanad Junction,Popular museum attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,ITC Wayanad,https://www.google.com/search?q=ITC+Wayanad+Wayanad+hotel+booking,1660,ITC Wayanad,https://www.google.com/search?q=ITC+Wayanad+Wayanad+hotel+booking,2825,Hotel Crown,https://www.google.com/search?q=Hotel+Crown+Wayanad+hotel+booking,3827,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Wayanad+hotel+booking,6824
5224,Maha Spiti,Spiti,Himachal Pradesh,Museum,"family-friendly, scenic, peaceful, adventure, nature, weekend getaway, photography",8.72,386018,Apr-Jun,Pleasant 10-25°C,33.0817,77.8784,50,3884,1-2 days,"Educational visit, Guided tour, Photography",Limited wheelchair,Spiti (SPI),Spiti Junction,Popular museum attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Inn Crown,https://www.google.com/search?q=Inn+Crown+Spiti+hotel+booking,1269,Resort Heritage,https://www.google.com/search?q=Resort+Heritage+Spiti+hotel+booking,2848,ITC Spiti,https://www.google.com/search?q=ITC+Spiti+Spiti+hotel+booking,4084,Radisson Spiti,https://www.google.com/search?q=Radisson+Spiti+Spiti+hotel+booking,6292
5225,Munnar Museum,Munnar,Kerala,Museum,"spiritual, family-friendly, cultural, historical",8.22,233870,Dec-Feb,Pleasant 15-30°C,9.08,75.4132,500,6054,4-5 hrs,"Guided tour, Photography, Educational visit",Limited wheelchair,Kochi (COK),Munnar Junction,Scenic museum location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Virupaksha_Temple_at_Hampi.jpg/1024px-Virupaksha_Temple_at_Hampi.jpg,Marriott Munnar,https://www.google.com/search?q=Marriott+Munnar+Munnar+hotel+booking,1799,Hotel Munnar,https://www.google.com/search?q=Hotel+Munnar+Munnar+hotel+booking,2724,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Munnar+hotel+booking,4338,Resort Grand,https://www.google.com/search?q=Resort+Grand+Munnar+hotel+booking,6803
5226,Chandigarh Fort,Chandigarh,Punjab,Fort,"popular, family-friendly, scenic, adventure, historical, cultural, offbeat, spiritual",8.92,97435,Year-round,Pleasant 15-30°C,30.7566,79.0873,750,4802,2-3 hrs,"Fort exploration, Light & sound show, Historical tour",Partial wheelchair,Amritsar (ATQ),Chandigarh Junction,A beautiful fort destination in Chandigarh,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Kumbhalgarh_Fort_Rajasthan_India.jpg/1024px-Kumbhalgarh_Fort_Rajasthan_India.jpg,OYO Chandigarh,https://www.google.com/search?q=OYO+Chandigarh+Chandigarh+hotel+booking,1550,Resort Palace,https://www.google.com/search?q=Resort+Palace+Chandigarh+hotel+booking,2324,Marriott Chandigarh,https://www.google.com/search?q=Marriott+Chandigarh+Chandigarh+hotel+booking,3889,Oberoi Chandigarh,https://www.google.com/search?q=Oberoi+Chandigarh+Chandigarh+hotel+booking,6281
5227,Rani Kasol III,Kasol,Himachal Pradesh,Hill Station,"family-friendly, spiritual, historical, nature, adventure, weekend getaway, cultural",7.06,285936,May-Oct,Chilly -5 to 15°C,34.8397,78.2908,100,3262,1-2 hrs,"Shopping, Nature walks, Photography",Not wheelchair accessible,Kasol (KAS),Kasol Junction,Famous hill station destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Inn Kasol,https://www.google.com/search?q=Inn+Kasol+Kasol+hotel+booking,1795,Taj Kasol,https://www.google.com/search?q=Taj+Kasol+Kasol+hotel+booking,2463,OYO Kasol,https://www.google.com/search?q=OYO+Kasol+Kasol+hotel+booking,4378,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Kasol+hotel+booking,6280
5228,Raja Pune,Pune,Maharashtra,Garden,"peaceful, weekend getaway, cultural, family-friendly, photography, scenic, nature",9.08,70863,Nov-Feb,Humid 25-35°C,21.387,73.1037,300,1409,Half day,"Picnic, Photography, Nature walk",Wheelchair accessible,Mumbai (BOM),Pune Junction,Must-visit garden spot in Maharashtra,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Mysore_Palace_Morning.jpg/1024px-Mysore_Palace_Morning.jpg,ITC Pune,https://www.google.com/search?q=ITC+Pune+Pune+hotel+booking,1217,Hotel Imperial,https://www.google.com/search?q=Hotel+Imperial+Pune+hotel+booking,2435,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Pune+hotel+booking,3950,ITC Pune,https://www.google.com/search?q=ITC+Pune+Pune+hotel+booking,6726
5229,Khajuraho,Khajuraho,Madhya Pradesh,Cave,"weekend getaway, family-friendly, photography, popular, scenic, historical",8.89,199174,Oct-Mar,Warm 20-35°C,21.7325,76.8909,750,1701,1-2 days,"Cave exploration, Photography, Rock climbing",Limited wheelchair,Khajuraho (KHA),Khajuraho Junction,Scenic cave location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alappuzha_backwaters.jpg/1024px-Alappuzha_backwaters.jpg,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Khajuraho+hotel+booking,1333,Radisson Khajuraho,https://www.google.com/search?q=Radisson+Khajuraho+Khajuraho+hotel+booking,2748,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Khajuraho+hotel+booking,3906,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Khajuraho+hotel+booking,6785
5230,Rani Ukhrul Temple,Ukhrul,Manipur,Temple,"spiritual, cultural, historical, family-friendly, weekend getaway, scenic, nature, popular",7.61,277827,Sep-May,Humid 25-35°C,25.3093,91.0747,0,2198,Full day,"Architecture tour, Prayer, Religious ceremonies",Not wheelchair accessible,Ukhrul (UKH),Ukhrul Junction,Popular temple attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Somnath_Temple.jpg/1024px-Somnath_Temple.jpg,Marriott Ukhrul,https://www.google.com/search?q=Marriott+Ukhrul+Ukhrul+hotel+booking,1740,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Ukhrul+hotel+booking,2382,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Ukhrul+hotel+booking,4298,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Ukhrul+hotel+booking,6745
5231,Dharamshala,Dharamshala,Himachal Pradesh,Adventure,"popular, photography, weekend getaway, peaceful, spiritual, offbeat, family-friendly, scenic",8.25,194565,May-Oct,Chilly -5 to 15°C,32.9475,75.9155,200,7341,2-3 days,"Rock climbing, Rafting, Camping",Wheelchair accessible,Dharamshala (DHA),Dharamshala Junction,A beautiful adventure destination in Dharamshala,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Dharamshala_03_%28Cropped%29.jpg/1024px-Dharamshala_03_%28Cropped%29.jpg,Lodge Royal,https://www.google.com/search?q=Lodge+Royal+Dharamshala+hotel+booking,1996,Boutique Hotel Palace,https://www.google.com/search?q=Boutique+Hotel+Palace+Dharamshala+hotel+booking,2351,ITC Dharamshala,https://www.google.com/search?q=ITC+Dharamshala+Dharamshala+hotel+booking,3978,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Dharamshala+hotel+booking,6376
5232,Shri Durg,Durg,Chhattisgarh,Hill Station,"photography, scenic, cultural, adventure, nature, peaceful, historical, weekend getaway",7.88,258895,Oct-Mar,Moderate 18-32°C,24.7392,81.5271,50,4729,2-3 days,"Shopping, Trekking, Cable car ride",Full wheelchair access,Durg (DUR),Durg Junction,Famous hill station destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Shimla_India.jpg/1024px-Shimla_India.jpg,Taj Durg,https://www.google.com/search?q=Taj+Durg+Durg+hotel+booking,1289,OYO Durg,https://www.google.com/search?q=OYO+Durg+Durg+hotel+booking,2235,Treebo Durg,https://www.google.com/search?q=Treebo+Durg+Durg+hotel+booking,3947,OYO Durg,https://www.google.com/search?q=OYO+Durg+Durg+hotel+booking,6307
